location,reef,depth,transect,photo,group,successes,failures
west,man,dp,three,t3_8,plob,37,63
west,man,dp,three,t3_8,poci,2,98
west,man,dp,three,t3_8,turf,13,87
west,man,dp,three,t3_9,abiotic,56,44
west,man,dp,three,t3_9,biotic,0,100
west,man,dp,three,t3_9,macro,4,96
west,man,dp,three,t3_9,non-reef,4,96
west,man,dp,three,t3_9,plob,13,87
west,man,dp,three,t3_9,poci,5,95
west,man,dp,three,t3_9,turf,18,82
west,man,dp,four,t4_1,abiotic,29,71
west,man,dp,four,t4_1,biotic,0,100
west,man,dp,four,t4_1,macro,1,99
west,man,dp,four,t4_1,non-reef,9,91
west,man,dp,four,t4_1,plob,54,46
west,man,dp,four,t4_1,poci,0,100
west,man,dp,four,t4_1,turf,7,93
west,man,dp,four,t4_10,abiotic,15,85
west,man,dp,four,t4_10,biotic,1,99
west,man,dp,four,t4_10,macro,10,90
west,man,dp,four,t4_10,non-reef,7,93
west,man,dp,four,t4_10,plob,58,42
west,man,dp,four,t4_10,poci,5,95
west,man,dp,four,t4_10,turf,4,96
west,man,dp,four,t4_11,abiotic,22,78
west,man,dp,four,t4_11,biotic,0,100
west,man,dp,four,t4_11,macro,8,92
west,man,dp,four,t4_11,non-reef,7,93
west,man,dp,four,t4_11,plob,52,48
west,man,dp,four,t4_11,poci,4,96
west,man,dp,four,t4_11,turf,7,93
west,man,dp,four,t4_12,abiotic,29,71
west,man,dp,four,t4_12,biotic,0,100
west,man,dp,four,t4_12,macro,35,65
west,man,dp,four,t4_12,non-reef,1,99
west,man,dp,four,t4_12,plob,6,94
west,man,dp,four,t4_12,poci,11,89
west,man,dp,four,t4_12,turf,18,82
west,man,dp,four,t4_13,abiotic,25,75
west,man,dp,four,t4_13,biotic,0,100
west,man,dp,four,t4_13,macro,24,76
west,man,dp,four,t4_13,non-reef,1,99
west,man,dp,four,t4_13,plob,16,84
west,man,dp,four,t4_13,poci,9,91
west,man,dp,four,t4_13,turf,25,75
west,man,dp,four,t4_14,abiotic,7,93
west,man,dp,four,t4_14,biotic,0,100
west,man,dp,four,t4_14,macro,12,88
west,man,dp,four,t4_14,non-reef,11,89
west,man,dp,four,t4_14,plob,37,63
west,man,dp,four,t4_14,poci,11,89
west,man,dp,four,t4_14,turf,22,78
west,man,dp,four,t4_15,abiotic,4,96
west,man,dp,four,t4_15,biotic,0,100
west,man,dp,four,t4_15,macro,21,79
west,man,dp,four,t4_15,non-reef,10,90
west,man,dp,four,t4_15,plob,50,50
west,man,dp,four,t4_15,poci,0,100
west,man,dp,four,t4_15,turf,15,85
west,man,dp,four,t4_2,abiotic,2,98
west,man,dp,four,t4_2,biotic,0,100
west,man,dp,four,t4_2,macro,4,96
west,man,dp,four,t4_2,non-reef,8,92
west,man,dp,four,t4_2,plob,85,15
west,man,dp,four,t4_2,poci,0,100
west,man,dp,four,t4_2,turf,1,99
west,man,dp,four,t4_3,abiotic,0,100
west,man,dp,four,t4_3,biotic,0,100
west,man,dp,four,t4_3,macro,4,96
west,man,dp,four,t4_3,non-reef,9,91
west,man,dp,four,t4_3,plob,87,13
west,man,dp,four,t4_3,poci,0,100
west,man,dp,four,t4_3,turf,0,100
west,man,dp,four,t4_4,abiotic,12,88
west,man,dp,four,t4_4,biotic,1,99
west,man,dp,four,t4_4,macro,27,73
west,man,dp,four,t4_4,non-reef,2,98
west,man,dp,four,t4_4,plob,35,65
west,man,dp,four,t4_4,poci,10,90
west,man,dp,four,t4_4,turf,13,87
west,man,dp,four,t4_5,abiotic,17,83
west,man,dp,four,t4_5,biotic,0,100
west,man,dp,four,t4_5,macro,26,74
west,man,dp,four,t4_5,non-reef,5,95
west,man,dp,four,t4_5,plob,9,91
west,man,dp,four,t4_5,poci,18,82
west,man,dp,four,t4_5,turf,25,75
west,man,dp,four,t4_6,abiotic,2,98
west,man,dp,four,t4_6,biotic,0,100
west,man,dp,four,t4_6,macro,29,71
west,man,dp,four,t4_6,non-reef,4,96
west,man,dp,four,t4_6,plob,57,43
west,man,dp,four,t4_6,poci,2,98
west,man,dp,four,t4_6,turf,6,94
west,man,dp,four,t4_7,abiotic,46,54
west,man,dp,four,t4_7,biotic,0,100
west,man,dp,four,t4_7,macro,10,90
west,man,dp,four,t4_7,non-reef,2,98
west,man,dp,four,t4_7,plob,13,87
west,man,dp,four,t4_7,poci,11,89
west,man,dp,four,t4_7,turf,18,82
west,man,dp,four,t4_8,abiotic,31,69
west,man,dp,four,t4_8,biotic,0,100
west,man,dp,four,t4_8,macro,23,77
west,man,dp,four,t4_8,non-reef,6,94
west,man,dp,four,t4_8,plob,21,79
west,man,dp,four,t4_8,poci,5,95
west,man,dp,four,t4_8,turf,14,86
west,man,dp,four,t4_9,abiotic,29,71
west,man,dp,four,t4_9,biotic,0,100
west,man,dp,four,t4_9,macro,11,89
west,man,dp,four,t4_9,non-reef,3,97
west,man,dp,four,t4_9,plob,43,57
west,man,dp,four,t4_9,poci,2,98
west,man,dp,four,t4_9,turf,12,88
se,mnu,sh,one,t1_1,abiotic,1,99
se,mnu,sh,one,t1_1,biotic,6,94
se,mnu,sh,one,t1_1,macro,0,100
se,mnu,sh,one,t1_1,non-reef,38,62
se,mnu,sh,one,t1_1,plob,4,96
se,mnu,sh,one,t1_1,poci,35,65
se,mnu,sh,one,t1_1,turf,16,84
se,mnu,sh,one,t1_10,abiotic,2,98
se,mnu,sh,one,t1_10,biotic,2,98
se,mnu,sh,one,t1_10,macro,3,97
se,mnu,sh,one,t1_10,non-reef,32,68
se,mnu,sh,one,t1_10,plob,2,98
se,mnu,sh,one,t1_10,poci,26,74
se,mnu,sh,one,t1_10,turf,33,67
se,mnu,sh,one,t1_11,abiotic,2,98
se,mnu,sh,one,t1_11,biotic,0,100
se,mnu,sh,one,t1_11,macro,6,94
se,mnu,sh,one,t1_11,non-reef,42,58
se,mnu,sh,one,t1_11,plob,0,100
se,mnu,sh,one,t1_11,poci,32,68
se,mnu,sh,one,t1_11,turf,18,82
se,mnu,sh,one,t1_12,abiotic,0,100
se,mnu,sh,one,t1_12,biotic,4,96
se,mnu,sh,one,t1_12,macro,7,93
se,mnu,sh,one,t1_12,non-reef,32,68
se,mnu,sh,one,t1_12,plob,0,100
se,mnu,sh,one,t1_12,poci,30,70
se,mnu,sh,one,t1_12,turf,27,73
se,mnu,sh,one,t1_13,abiotic,1,99
se,mnu,sh,one,t1_13,biotic,2,98
se,mnu,sh,one,t1_13,macro,9,91
se,mnu,sh,one,t1_13,non-reef,31,69
se,mnu,sh,one,t1_13,plob,4,96
se,mnu,sh,one,t1_13,poci,39,61
se,mnu,sh,one,t1_13,turf,14,86
se,mnu,sh,one,t1_14,abiotic,21,79
se,mnu,sh,one,t1_14,biotic,0,100
se,mnu,sh,one,t1_14,macro,7,93
se,mnu,sh,one,t1_14,non-reef,6,94
se,mnu,sh,one,t1_14,plob,11,89
se,mnu,sh,one,t1_14,poci,8,92
se,mnu,sh,one,t1_14,turf,47,53
se,mnu,sh,one,t1_15,abiotic,5,95
se,mnu,sh,one,t1_15,biotic,2,98
se,mnu,sh,one,t1_15,macro,39,61
se,mnu,sh,one,t1_15,non-reef,20,80
se,mnu,sh,one,t1_15,plob,11,89
se,mnu,sh,one,t1_15,poci,14,86
se,mnu,sh,one,t1_15,turf,9,91
se,mnu,sh,one,t1_2,abiotic,0,100
se,mnu,sh,one,t1_2,biotic,8,92
se,mnu,sh,one,t1_2,macro,3,97
se,mnu,sh,one,t1_2,non-reef,48,52
se,mnu,sh,one,t1_2,plob,3,97
se,mnu,sh,one,t1_2,poci,22,78
se,mnu,sh,one,t1_2,turf,16,84
se,mnu,sh,one,t1_3,abiotic,17,83
se,mnu,sh,one,t1_3,biotic,7,93
se,mnu,sh,one,t1_3,macro,3,97
se,mnu,sh,one,t1_3,non-reef,38,62
se,mnu,sh,one,t1_3,plob,3,97
se,mnu,sh,one,t1_3,poci,29,71
se,mnu,sh,one,t1_3,turf,3,97
se,mnu,sh,one,t1_4,abiotic,5,95
se,mnu,sh,one,t1_4,biotic,4,96
se,mnu,sh,one,t1_4,macro,6,94
se,mnu,sh,one,t1_4,non-reef,52,48
se,mnu,sh,one,t1_4,plob,3,97
se,mnu,sh,one,t1_4,poci,24,76
se,mnu,sh,one,t1_4,turf,6,94
se,mnu,sh,one,t1_5,abiotic,0,100
se,mnu,sh,one,t1_5,biotic,3,97
se,mnu,sh,one,t1_5,macro,6,94
se,mnu,sh,one,t1_5,non-reef,38,62
se,mnu,sh,one,t1_5,plob,2,98
se,mnu,sh,one,t1_5,poci,41,59
se,mnu,sh,one,t1_5,turf,10,90
se,mnu,sh,one,t1_6,abiotic,4,96
se,mnu,sh,one,t1_6,biotic,1,99
se,mnu,sh,one,t1_6,macro,7,93
se,mnu,sh,one,t1_6,non-reef,45,55
se,mnu,sh,one,t1_6,plob,2,98
se,mnu,sh,one,t1_6,poci,22,78
se,mnu,sh,one,t1_6,turf,19,81
se,mnu,sh,one,t1_7,abiotic,7,93
se,mnu,sh,one,t1_7,biotic,5,95
se,mnu,sh,one,t1_7,macro,11,89
se,mnu,sh,one,t1_7,non-reef,46,54
se,mnu,sh,one,t1_7,plob,0,100
se,mnu,sh,one,t1_7,poci,19,81
se,mnu,sh,one,t1_7,turf,12,88
se,mnu,sh,one,t1_8,abiotic,10,90
se,mnu,sh,one,t1_8,biotic,4,96
se,mnu,sh,one,t1_8,macro,10,90
se,mnu,sh,one,t1_8,non-reef,40,60
se,mnu,sh,one,t1_8,plob,2,98
se,mnu,sh,one,t1_8,poci,23,77
se,mnu,sh,one,t1_8,turf,11,89
se,mnu,sh,one,t1_9,abiotic,8,92
se,mnu,sh,one,t1_9,biotic,0,100
se,mnu,sh,one,t1_9,macro,5,95
se,mnu,sh,one,t1_9,non-reef,24,76
se,mnu,sh,one,t1_9,plob,3,97
se,mnu,sh,one,t1_9,poci,25,75
se,mnu,sh,one,t1_9,turf,35,65
se,mnu,sh,two,t2_1,abiotic,1,99
se,mnu,sh,two,t2_1,biotic,6,94
se,mnu,sh,two,t2_1,macro,0,100
se,mnu,sh,two,t2_1,non-reef,53,47
se,mnu,sh,two,t2_1,plob,1,99
se,mnu,sh,two,t2_1,poci,25,75
se,mnu,sh,two,t2_1,turf,14,86
se,mnu,sh,two,t2_10,abiotic,0,100
se,mnu,sh,two,t2_10,biotic,7,93
se,mnu,sh,two,t2_10,macro,4,96
se,mnu,sh,two,t2_10,non-reef,37,63
se,mnu,sh,two,t2_10,plob,5,95
se,mnu,sh,two,t2_10,poci,32,68
se,mnu,sh,two,t2_10,turf,15,85
se,mnu,sh,two,t2_11,abiotic,6,94
se,mnu,sh,two,t2_11,biotic,3,97
se,mnu,sh,two,t2_11,macro,2,98
se,mnu,sh,two,t2_11,non-reef,53,47
se,mnu,sh,two,t2_11,plob,6,94
se,mnu,sh,two,t2_11,poci,19,81
se,mnu,sh,two,t2_11,turf,11,89
se,mnu,sh,two,t2_12,abiotic,4,96
se,mnu,sh,two,t2_12,biotic,14,86
se,mnu,sh,two,t2_12,macro,3,97
se,mnu,sh,two,t2_12,non-reef,37,63
se,mnu,sh,two,t2_12,plob,3,97
se,mnu,sh,two,t2_12,poci,8,92
se,mnu,sh,two,t2_12,turf,31,69
se,mnu,sh,two,t2_13,abiotic,0,100
se,mnu,sh,two,t2_13,biotic,7,93
se,mnu,sh,two,t2_13,macro,4,96
se,mnu,sh,two,t2_13,non-reef,25,75
se,mnu,sh,two,t2_13,plob,3,97
se,mnu,sh,two,t2_13,poci,20,80
se,mnu,sh,two,t2_13,turf,41,59
se,mnu,sh,two,t2_14,abiotic,3,97
se,mnu,sh,two,t2_14,biotic,4,96
se,mnu,sh,two,t2_14,macro,5,95
se,mnu,sh,two,t2_14,non-reef,17,83
se,mnu,sh,two,t2_14,plob,4,96
se,mnu,sh,two,t2_14,poci,15,85
se,mnu,sh,two,t2_14,turf,52,48
se,mnu,sh,two,t2_15,abiotic,22,78
se,mnu,sh,two,t2_15,biotic,6,94
se,mnu,sh,two,t2_15,macro,7,93
se,mnu,sh,two,t2_15,non-reef,21,79
se,mnu,sh,two,t2_15,plob,19,81
se,mnu,sh,two,t2_15,poci,7,93
se,mnu,sh,two,t2_15,turf,18,82
se,mnu,sh,two,t2_2,abiotic,2,98
se,mnu,sh,two,t2_2,biotic,2,98
se,mnu,sh,two,t2_2,macro,22,78
se,mnu,sh,two,t2_2,non-reef,21,79
se,mnu,sh,two,t2_2,plob,4,96
se,mnu,sh,two,t2_2,poci,17,83
se,mnu,sh,two,t2_2,turf,32,68
se,mnu,sh,two,t2_3,abiotic,1,99
se,mnu,sh,two,t2_3,biotic,3,97
se,mnu,sh,two,t2_3,macro,18,82
se,mnu,sh,two,t2_3,non-reef,15,85
se,mnu,sh,two,t2_3,plob,2,98
se,mnu,sh,two,t2_3,poci,21,79
se,mnu,sh,two,t2_3,turf,40,60
se,mnu,sh,two,t2_4,abiotic,0,100
se,mnu,sh,two,t2_4,biotic,0,100
se,mnu,sh,two,t2_4,macro,3,97
se,mnu,sh,two,t2_4,non-reef,21,79
se,mnu,sh,two,t2_4,plob,2,98
se,mnu,sh,two,t2_4,poci,55,45
se,mnu,sh,two,t2_4,turf,19,81
se,mnu,sh,two,t2_5,abiotic,0,100
se,mnu,sh,two,t2_5,biotic,0,100
se,mnu,sh,two,t2_5,macro,0,100
se,mnu,sh,two,t2_5,non-reef,24,76
se,mnu,sh,two,t2_5,plob,0,100
se,mnu,sh,two,t2_5,poci,39,61
se,mnu,sh,two,t2_5,turf,37,63
se,mnu,sh,two,t2_6,abiotic,0,100
se,mnu,sh,two,t2_6,biotic,0,100
se,mnu,sh,two,t2_6,macro,0,100
se,mnu,sh,two,t2_6,non-reef,13,87
se,mnu,sh,two,t2_6,plob,0,100
se,mnu,sh,two,t2_6,poci,19,81
se,mnu,sh,two,t2_6,turf,68,32
se,mnu,sh,two,t2_7,abiotic,1,99
se,mnu,sh,two,t2_7,biotic,2,98
se,mnu,sh,two,t2_7,macro,8,92
se,mnu,sh,two,t2_7,non-reef,26,74
se,mnu,sh,two,t2_7,plob,1,99
se,mnu,sh,two,t2_7,poci,34,66
se,mnu,sh,two,t2_7,turf,28,72
se,mnu,sh,two,t2_8,abiotic,0,100
se,mnu,sh,two,t2_8,biotic,2,98
se,mnu,sh,two,t2_8,macro,2,98
se,mnu,sh,two,t2_8,non-reef,15,85
se,mnu,sh,two,t2_8,plob,0,100
se,mnu,sh,two,t2_8,poci,40,60
se,mnu,sh,two,t2_8,turf,41,59
se,mnu,sh,two,t2_9,abiotic,1,99
se,mnu,sh,two,t2_9,biotic,3,97
se,mnu,sh,two,t2_9,macro,3,97
se,mnu,sh,two,t2_9,non-reef,22,78
se,mnu,sh,two,t2_9,plob,1,99
se,mnu,sh,two,t2_9,poci,40,60
se,mnu,sh,two,t2_9,turf,30,70
se,mnu,sh,three,t3_1,abiotic,0,100
se,mnu,sh,three,t3_1,biotic,0,100
se,mnu,sh,three,t3_1,macro,0,100
se,mnu,sh,three,t3_1,non-reef,34,66
se,mnu,sh,three,t3_1,plob,0,100
se,mnu,sh,three,t3_1,poci,36,64
se,mnu,sh,three,t3_1,turf,30,70
se,mnu,sh,three,t3_10,abiotic,1,99
se,mnu,sh,three,t3_10,biotic,12,88
se,mnu,sh,three,t3_10,macro,5,95
se,mnu,sh,three,t3_10,non-reef,35,65
se,mnu,sh,three,t3_10,plob,0,100
se,mnu,sh,three,t3_10,poci,32,68
se,mnu,sh,three,t3_10,turf,15,85
se,mnu,sh,three,t3_11,abiotic,0,100
se,mnu,sh,three,t3_11,biotic,14,86
se,mnu,sh,three,t3_11,macro,8,92
se,mnu,sh,three,t3_11,non-reef,20,80
se,mnu,sh,three,t3_11,plob,0,100
se,mnu,sh,three,t3_11,poci,27,73
se,mnu,sh,three,t3_11,turf,31,69
se,mnu,sh,three,t3_12,abiotic,0,100
se,mnu,sh,three,t3_12,biotic,3,97
se,mnu,sh,three,t3_12,macro,1,99
se,mnu,sh,three,t3_12,non-reef,32,68
se,mnu,sh,three,t3_12,plob,0,100
se,mnu,sh,three,t3_12,poci,40,60
se,mnu,sh,three,t3_12,turf,24,76
se,mnu,sh,three,t3_13,abiotic,0,100
se,mnu,sh,three,t3_13,biotic,8,92
se,mnu,sh,three,t3_13,macro,2,98
se,mnu,sh,three,t3_13,non-reef,38,62
se,mnu,sh,three,t3_13,plob,0,100
se,mnu,sh,three,t3_13,poci,46,54
se,mnu,sh,three,t3_13,turf,6,94
se,mnu,sh,three,t3_14,abiotic,0,100
se,mnu,sh,three,t3_14,biotic,0,100
se,mnu,sh,three,t3_14,macro,7,93
se,mnu,sh,three,t3_14,non-reef,45,55
se,mnu,sh,three,t3_14,plob,3,97
se,mnu,sh,three,t3_14,poci,36,64
se,mnu,sh,three,t3_14,turf,9,91
se,mnu,sh,three,t3_15,abiotic,0,100
se,mnu,sh,three,t3_15,biotic,7,93
se,mnu,sh,three,t3_15,macro,1,99
se,mnu,sh,three,t3_15,non-reef,27,73
se,mnu,sh,three,t3_15,plob,1,99
se,mnu,sh,three,t3_15,poci,21,79
se,mnu,sh,three,t3_15,turf,43,57
se,mnu,sh,three,t3_2,abiotic,1,99
se,mnu,sh,three,t3_2,biotic,10,90
se,mnu,sh,three,t3_2,macro,0,100
se,mnu,sh,three,t3_2,non-reef,22,78
se,mnu,sh,three,t3_2,plob,0,100
se,mnu,sh,three,t3_2,poci,34,66
se,mnu,sh,three,t3_2,turf,33,67
se,mnu,sh,three,t3_3,abiotic,1,99
se,mnu,sh,three,t3_3,biotic,1,99
se,mnu,sh,three,t3_3,macro,3,97
se,mnu,sh,three,t3_3,non-reef,36,64
se,mnu,sh,three,t3_3,plob,3,97
se,mnu,sh,three,t3_3,poci,16,84
se,mnu,sh,three,t3_3,turf,40,60
se,mnu,sh,three,t3_4,abiotic,9,91
se,mnu,sh,three,t3_4,biotic,8,92
se,mnu,sh,three,t3_4,macro,5,95
se,mnu,sh,three,t3_4,non-reef,36,64
se,mnu,sh,three,t3_4,plob,9,91
se,mnu,sh,three,t3_4,poci,21,79
se,mnu,sh,three,t3_4,turf,12,88
se,mnu,sh,three,t3_5,abiotic,2,98
se,mnu,sh,three,t3_5,biotic,0,100
se,mnu,sh,three,t3_5,macro,3,97
se,mnu,sh,three,t3_5,non-reef,19,81
se,mnu,sh,three,t3_5,plob,3,97
se,mnu,sh,three,t3_5,poci,33,67
se,mnu,sh,three,t3_5,turf,40,60
se,mnu,sh,three,t3_6,abiotic,0,100
se,mnu,sh,three,t3_6,biotic,0,100
se,mnu,sh,three,t3_6,macro,1,99
se,mnu,sh,three,t3_6,non-reef,31,69
se,mnu,sh,three,t3_6,plob,1,99
se,mnu,sh,three,t3_6,poci,38,62
se,mnu,sh,three,t3_6,turf,29,71
se,mnu,sh,three,t3_7,abiotic,7,93
se,mnu,sh,three,t3_7,biotic,0,100
se,mnu,sh,three,t3_7,macro,73,27
se,mnu,sh,three,t3_7,non-reef,4,96
se,mnu,sh,three,t3_7,plob,9,91
se,mnu,sh,three,t3_7,poci,5,95
se,mnu,sh,three,t3_7,turf,2,98
se,mnu,sh,three,t3_8,abiotic,0,100
se,mnu,sh,three,t3_8,biotic,7,93
se,mnu,sh,three,t3_8,macro,2,98
se,mnu,sh,three,t3_8,non-reef,28,72
se,mnu,sh,three,t3_8,plob,6,94
se,mnu,sh,three,t3_8,poci,29,71
se,mnu,sh,three,t3_8,turf,28,72
se,mnu,sh,three,t3_9,abiotic,0,100
se,mnu,sh,three,t3_9,biotic,0,100
se,mnu,sh,three,t3_9,macro,6,94
se,mnu,sh,three,t3_9,non-reef,20,80
se,mnu,sh,three,t3_9,plob,0,100
se,mnu,sh,three,t3_9,poci,43,57
se,mnu,sh,three,t3_9,turf,31,69
se,mnu,sh,four,t4_1,abiotic,0,100
se,mnu,sh,four,t4_1,biotic,0,100
se,mnu,sh,four,t4_1,macro,1,99
se,mnu,sh,four,t4_1,non-reef,62,38
se,mnu,sh,four,t4_1,plob,0,100
se,mnu,sh,four,t4_1,poci,24,76
se,mnu,sh,four,t4_1,turf,13,87
se,mnu,sh,four,t4_10,abiotic,0,100
se,mnu,sh,four,t4_10,biotic,7,93
se,mnu,sh,four,t4_10,macro,8,92
se,mnu,sh,four,t4_10,non-reef,31,69
se,mnu,sh,four,t4_10,plob,13,87
se,mnu,sh,four,t4_10,poci,29,71
se,mnu,sh,four,t4_10,turf,12,88
se,mnu,sh,four,t4_11,abiotic,0,100
se,mnu,sh,four,t4_11,biotic,11,89
se,mnu,sh,four,t4_11,macro,8,92
se,mnu,sh,four,t4_11,non-reef,38,62
se,mnu,sh,four,t4_11,plob,21,79
se,mnu,sh,four,t4_11,poci,8,92
se,mnu,sh,four,t4_11,turf,14,86
se,mnu,sh,four,t4_12,abiotic,10,90
se,mnu,sh,four,t4_12,biotic,1,99
se,mnu,sh,four,t4_12,macro,3,97
se,mnu,sh,four,t4_12,non-reef,8,92
se,mnu,sh,four,t4_12,plob,50,50
se,mnu,sh,four,t4_12,poci,5,95
se,mnu,sh,four,t4_12,turf,23,77
se,mnu,sh,four,t4_13,abiotic,0,100
se,mnu,sh,four,t4_13,biotic,3,97
se,mnu,sh,four,t4_13,macro,0,100
se,mnu,sh,four,t4_13,non-reef,23,77
se,mnu,sh,four,t4_13,plob,11,89
se,mnu,sh,four,t4_13,poci,45,55
se,mnu,sh,four,t4_13,turf,19,81
se,mnu,sh,four,t4_14,abiotic,0,100
se,mnu,sh,four,t4_14,biotic,0,100
se,mnu,sh,four,t4_14,macro,1,99
se,mnu,sh,four,t4_14,non-reef,65,35
se,mnu,sh,four,t4_14,plob,3,97
se,mnu,sh,four,t4_14,poci,22,78
se,mnu,sh,four,t4_14,turf,9,91
se,mnu,sh,four,t4_15,abiotic,0,100
se,mnu,sh,four,t4_15,biotic,1,99
se,mnu,sh,four,t4_15,macro,7,93
se,mnu,sh,four,t4_15,non-reef,57,43
se,mnu,sh,four,t4_15,plob,1,99
se,mnu,sh,four,t4_15,poci,0,100
se,mnu,sh,four,t4_15,turf,34,66
se,mnu,sh,four,t4_2,abiotic,0,100
se,mnu,sh,four,t4_2,biotic,0,100
se,mnu,sh,four,t4_2,macro,1,99
se,mnu,sh,four,t4_2,non-reef,54,46
se,mnu,sh,four,t4_2,plob,0,100
se,mnu,sh,four,t4_2,poci,6,94
se,mnu,sh,four,t4_2,turf,39,61
se,mnu,sh,four,t4_3,abiotic,6,94
se,mnu,sh,four,t4_3,biotic,2,98
se,mnu,sh,four,t4_3,macro,10,90
se,mnu,sh,four,t4_3,non-reef,25,75
se,mnu,sh,four,t4_3,plob,1,99
se,mnu,sh,four,t4_3,poci,22,78
se,mnu,sh,four,t4_3,turf,34,66
se,mnu,sh,four,t4_4,abiotic,1,99
se,mnu,sh,four,t4_4,biotic,11,89
se,mnu,sh,four,t4_4,macro,2,98
se,mnu,sh,four,t4_4,non-reef,44,56
se,mnu,sh,four,t4_4,plob,1,99
se,mnu,sh,four,t4_4,poci,10,90
se,mnu,sh,four,t4_4,turf,31,69
se,mnu,sh,four,t4_5,abiotic,1,99
se,mnu,sh,four,t4_5,biotic,1,99
se,mnu,sh,four,t4_5,macro,0,100
se,mnu,sh,four,t4_5,non-reef,61,39
se,mnu,sh,four,t4_5,plob,2,98
se,mnu,sh,four,t4_5,poci,22,78
se,mnu,sh,four,t4_5,turf,13,87
se,mnu,sh,four,t4_6,abiotic,0,100
se,mnu,sh,four,t4_6,biotic,0,100
se,mnu,sh,four,t4_6,macro,3,97
se,mnu,sh,four,t4_6,non-reef,55,45
se,mnu,sh,four,t4_6,plob,4,96
se,mnu,sh,four,t4_6,poci,20,80
se,mnu,sh,four,t4_6,turf,18,82
se,mnu,sh,four,t4_7,abiotic,1,99
se,mnu,sh,four,t4_7,biotic,0,100
se,mnu,sh,four,t4_7,macro,5,95
se,mnu,sh,four,t4_7,non-reef,39,61
se,mnu,sh,four,t4_7,plob,0,100
se,mnu,sh,four,t4_7,poci,11,89
se,mnu,sh,four,t4_7,turf,44,56
se,mnu,sh,four,t4_8,abiotic,0,100
se,mnu,sh,four,t4_8,biotic,0,100
se,mnu,sh,four,t4_8,macro,2,98
se,mnu,sh,four,t4_8,non-reef,70,30
se,mnu,sh,four,t4_8,plob,0,100
se,mnu,sh,four,t4_8,poci,21,79
se,mnu,sh,four,t4_8,turf,7,93
se,mnu,sh,four,t4_9,abiotic,0,100
se,mnu,sh,four,t4_9,biotic,8,92
se,mnu,sh,four,t4_9,macro,3,97
se,mnu,sh,four,t4_9,non-reef,51,49
se,mnu,sh,four,t4_9,plob,0,100
se,mnu,sh,four,t4_9,poci,22,78
se,mnu,sh,four,t4_9,turf,16,84
se,vhu,md,one,t1_1,abiotic,6,94
se,vhu,md,one,t1_1,biotic,5,95
se,vhu,md,one,t1_1,macro,10,90
se,vhu,md,one,t1_1,non-reef,6,94
se,vhu,md,one,t1_1,plob,32,68
se,vhu,md,one,t1_1,poci,33,67
se,vhu,md,one,t1_1,turf,8,92
se,vhu,md,one,t1_10,abiotic,1,99
se,vhu,md,one,t1_10,biotic,1,99
se,vhu,md,one,t1_10,macro,5,95
se,vhu,md,one,t1_10,non-reef,17,83
se,vhu,md,one,t1_10,plob,14,86
se,vhu,md,one,t1_10,poci,21,79
se,vhu,md,one,t1_10,turf,41,59
se,vhu,md,one,t1_11,abiotic,0,100
se,vhu,md,one,t1_11,biotic,6,94
se,vhu,md,one,t1_11,macro,8,92
se,vhu,md,one,t1_11,non-reef,23,77
se,vhu,md,one,t1_11,plob,8,92
se,vhu,md,one,t1_11,poci,29,71
se,vhu,md,one,t1_11,turf,26,74
se,vhu,md,one,t1_12,abiotic,1,99
se,vhu,md,one,t1_12,biotic,7,93
se,vhu,md,one,t1_12,macro,6,94
se,vhu,md,one,t1_12,non-reef,12,88
se,vhu,md,one,t1_12,plob,2,98
se,vhu,md,one,t1_12,poci,42,58
se,vhu,md,one,t1_12,turf,30,70
se,vhu,md,one,t1_13,abiotic,0,100
se,vhu,md,one,t1_13,biotic,6,94
se,vhu,md,one,t1_13,macro,11,89
se,vhu,md,one,t1_13,non-reef,13,87
se,vhu,md,one,t1_13,plob,24,76
se,vhu,md,one,t1_13,poci,35,65
se,vhu,md,one,t1_13,turf,11,89
se,vhu,md,one,t1_14,abiotic,0,100
se,vhu,md,one,t1_14,biotic,3,97
se,vhu,md,one,t1_14,macro,14,86
se,vhu,md,one,t1_14,non-reef,3,97
se,vhu,md,one,t1_14,plob,19,81
se,vhu,md,one,t1_14,poci,26,74
se,vhu,md,one,t1_14,turf,35,65
se,vhu,md,one,t1_15,abiotic,0,100
se,vhu,md,one,t1_15,biotic,8,92
se,vhu,md,one,t1_15,macro,2,98
se,vhu,md,one,t1_15,non-reef,4,96
se,vhu,md,one,t1_15,plob,22,78
se,vhu,md,one,t1_15,poci,32,68
se,vhu,md,one,t1_15,turf,32,68
se,vhu,md,one,t1_2,abiotic,2,98
se,vhu,md,one,t1_2,biotic,4,96
se,vhu,md,one,t1_2,macro,14,86
se,vhu,md,one,t1_2,non-reef,22,78
se,vhu,md,one,t1_2,plob,31,69
se,vhu,md,one,t1_2,poci,22,78
se,vhu,md,one,t1_2,turf,5,95
se,vhu,md,one,t1_3,abiotic,0,100
se,vhu,md,one,t1_3,biotic,3,97
se,vhu,md,one,t1_3,macro,4,96
se,vhu,md,one,t1_3,non-reef,8,92
se,vhu,md,one,t1_3,plob,20,80
se,vhu,md,one,t1_3,poci,38,62
se,vhu,md,one,t1_3,turf,27,73
se,vhu,md,one,t1_4,abiotic,0,100
se,vhu,md,one,t1_4,biotic,2,98
se,vhu,md,one,t1_4,macro,5,95
